Pablo Prigioni,1050961
Pascal Siakam,1196040
Pat Connaughton,874636
Patricio Garino,131968
Patrick Beverley,6000000
Patrick McCaw,543471
Patrick Mills,3200000
Patrick Patterson,6050000
Pau Gasol,15500000
Paul George,18100000
Paul Millsap,20072033
Paul Pierce,3527920
Paul Zipser,750000
Phil Pressey,35000
Pierre Jackson,191810
PJ Tucker,5300000
Prince Ibeh,77250
Quincy Acy,2965505
Quincy Ford,75000
Quincy Pondexter,3617978
Quinn Cook,95904
Rajon Rondo,14000000
Rakeem Christmas,1052342
Ramon Sessions,6000000
Randy Foye,2500000
Rashad Vaughn,1811040
Raul Neto,877800
Ray McCallum,119493
Raymond Felton,1551659
Reggie Bullock,2255644
Reggie Jackson,14956522
Reggie Williams,193307
Richard Jefferson,2500000
Richaun Holmes,1024000
Ricky Rubio,13400000
RJ Hunter,1625240
Robbie Hummel,150000
Robert Covington,1015696
Robin Lopez,13219250
Rodney Hood,1406520
Rodney McGruder,543471
Rodney Stuckey,7000000
Ron Baker,543471
Rondae Hollis-Jefferson,1395600
Ronnie Price,3251227
Roy Hibbert,5000000
Rudy Gay,13333333
Rudy Gobert,2121287
Russell Westbrook,26540100
Ryan Anderson,18735364
Ryan Arcidiacono,75000
Ryan Kelly,713305
Salah Mejri,874636
Sam Dekker,1720560
Sasha Kaun,1333420
Sasha Vujacic,1410598
Scott Wood,50000
Sean Kilpatrick,980431
Semaj Christon,543471
Serge Ibaka,12250000
Sergio Rodriguez,6800000
Seth Curry,2898000
Shabazz Muhammad,3046299
Shabazz Napier,1350120
Shaun Livingston,5782450
Shawn Long,154512
Sheldon Mac,543471
Shelvin Mack,2433334
Skal Labissiere,1188840
Solomon Hill,11709603
Spencer Dinwiddie,726672
Spencer Hawes,5782450
Stanley Johnson,2969880
Stefan Jankovic,100000
Stephen Curry,12112359
Stephen Zimmerman,950000
Steve Novak,1551659
Steven Adams,3140517
Taj Gibson,8950000
Tarik Black,6191000
Taurean Prince,2318280
Terrence Jones,1207194
Terrence Ross,10000000
Terry Rozier,1906440
Thabo Sefolosha,4000000
Thaddeus Young,12078652
Thomas Robinson,1050961
Thomas Walkup,69500
Thon Maker,2568600
Tiago Splitter,8250000
Tibor Pleiss,2800000
Tim Duncan,5643750
Tim Frazier,2090000
Tim Hardaway Jr,2281605
Tim Quarterman,543471
Timofey Mozgov,16000000
Timothe Luwawu,1326960
TJ McConnell,874636
TJ Warren,2128920
Tobias Harris,17200000
Tomas Satoransky,2870813
Toney Douglas,564868
Tony Allen,5000000
Tony Parker,14445313
Tony Snell,2368327
Tony Wroten,25000
Treveon Graham,543471
Trevor Ariza,7800000
Trevor Booker,9250000
Trey Burke,3386597
Trey Lyles,2340600
Tristan Thompson,15330435
Troy Daniels,3332940
Troy Williams,652165
Ty Lawson,1315448
Tyler Ennis,1733880
Tyler Johnson,5628000
Tyler Ulis,918369
Tyler Zeller,8000000
Tyreke Evans,10203755
Tyson Chandler,12415000
Tyus Jones,1339680
Udonis Haslem,4000000
Victor Oladipo,6552960
Vince Carter,4264057
Wade Baldwin,1793760
Walter Tavares,1006000
Wayne Ellington,6000000
Wayne Selden,115087
Wesley Johnson,5628000
Wesley Matthews,17145838
Will Barton,3533333
Willie Cauley-Stein,3551160
Willy Hernangomez,1375000
Wilson Chandler,11233146
Yi Jianlian,250000
Yogi Ferrell,409300
Zach Auguste,60000
Zach LaVine,2240880
Zach Randolph,10000000
Zaza Pachulia,2898000
